HOMEADV,FRIENDLY,HOME,AWAY,HG,AG,DATE
1,0,FYR Macedonia,Andorra,1,0,9/6/2011
0,1,Gabon,Niger,1,0,9/6/2011
1,0,Guyana,Bermuda,2,1,9/6/2011
1,1,Honduras,Paraguay,0,3,9/6/2011
1,0,Iceland,Cyprus,1,0,9/6/2011
1,0,Indonesia,Bahrain,0,2,9/6/2011
1,0,Italy,Slovenia,1,0,9/6/2011
0,1,Jamaica,Colombia,0,2,9/6/2011
1,0,Jordan,China PR,2,1,9/6/2011
1,0,Korea DPR,Tajikistan,1,0,9/6/2011
1,0,Kuwait,Korea Republic,1,1,9/6/2011
1,0,Latvia,Greece,1,1,9/6/2011
1,0,Lebanon,United Arab Emirates,3,1,9/6/2011
1,0,Luxembourg,Albania,2,1,9/6/2011
1,0,Malta,Georgia,1,1,9/6/2011
1,0,Moldova,Hungary,0,2,9/6/2011
1,0,Nicaragua,Panama,1,2,9/6/2011
1,1,Poland,Germany,2,2,9/6/2011
1,0,Puerto Rico,Canada,0,3,9/6/2011
1,0,Qatar,Iran,1,1,9/6/2011
1,0,Romania,France,0,0,9/6/2011
1,0,Russia,Republic of Ireland,0,0,9/6/2011
1,0,San Marino,Sweden,0,5,9/6/2011
1,0,Saudi Arabia,Australia,1,3,9/6/2011
1,0,Scotland,Lithuania,1,0,9/6/2011
1,0,Serbia,Faroe Islands,3,1,9/6/2011
1,0,Singapore,Iraq,0,2,9/6/2011
1,0,Slovakia,Armenia,0,4,9/6/2011
1,0,Spain,Liechtenstein,6,0,9/6/2011
1,0,St. Lucia,St. Kitts and Nevis,2,4,9/6/2011
1,0,Switzerland,Bulgaria,3,1,9/6/2011
1,0,Thailand,Oman,3,0,9/6/2011
1,0,US Virgin Islands,Antigua and Barbuda,1,8,9/6/2011
1,0,Uzbekistan,Japan,1,1,9/6/2011
1,1,Venezuela,Guinea,2,1,9/6/2011
1,1,Equatorial Guinea,Central African Republic,3,0,9/7/2011
1,1,Fiji,Solomon Islands,1,2,9/7/2011
1,1,New Caledonia,Tahiti,3,1,9/7/2011
1,1,New Caledonia,Solomon Islands,2,0,9/9/2011
0,1,Tahiti,Fiji,2,1,9/9/2011
1,1,St. Vincent / Grenadines,Dominica,1,0,9/11/2011
0,1,Argentina,Brazil,0,0,9/14/2011
1,0,St. Vincent / Grenadines,Grenada,2,1,9/18/2011
1,1,Suriname,Curacao,2,0,9/23/2011
1,1,Suriname,Curacao,2,2,9/25/2011
1,1,Brazil,Argentina,2,0,9/28/2011
1,1,Chinese Taipei,Macau,3,0,9/30/2011
0,1,Hong Kong,Philippines,3,3,9/30/2011
1,1,Chinese Taipei,Philippines,0,0,10/2/2011
0,1,Hong Kong,Macau,5,1,10/2/2011
1,1,Chinese Taipei,Hong Kong,0,6,10/4/2011
1,1,Ethiopia,Malawi,0,0,10/4/2011
0,1,Philippines,Macau,2,0,10/4/2011
1,1,Iran,Palestine,7,0,10/5/2011
1,1,China PR,United Arab Emirates,2,1,10/6/2011
1,1,Thailand,Jordan,0,0,10/6/2011
1,0,Andorra,Republic of Ireland,0,2,10/7/2011
1,0,Argentina,Chile,4,1,10/7/2011
1,0,Armenia,FYR Macedonia,4,1,10/7/2011
1,1,Australia,Malaysia,5,0,10/7/2011
1,0,Azerbaijan,Austria,1,4,10/7/2011
1,0,Barbados,Guyana,0,2,10/7/2011
1,0,Belgium,Kazakhstan,4,1,10/7/2011
1,0,Belize,Grenada,1,4,10/7/2011
0,0,Bermuda,Trinidad and Tobago,2,1,10/7/2011
1,0,Bosnia-Herzegovina,Luxembourg,5,0,10/7/2011
1,0,Cayman Islands,Suriname,0,1,10/7/2011
1,0,Congo DR,Cameroon,2,3,10/7/2011
1,1,Costa Rica,Brazil,0,1,10/7/2011
1,0,Curacao,Antigua and Barbuda,0,3,10/7/2011
1,0,Cyprus,Denmark,1,4,10/7/2011
1,0,Czech Republic,Spain,0,2,10/7/2011
1,0,Dominica,Panama,0,5,10/7/2011
1,0,Dominican Republic,El Salvador,1,2,10/7/2011
1,0,Ecuador,Venezuela,2,0,10/7/2011
1,0,Finland,Sweden,1,2,10/7/2011
1,0,France,Albania,3,0,10/7/2011
0,1,Gabon,Equatorial Guinea,2,0,10/7/2011
1,0,Greece,Croatia,2,0,10/7/2011
0,1,Indonesia,Saudi Arabia,0,0,10/7/2011
1,1,Japan,Vietnam,1,0,10/7/2011
1,0,Latvia,Malta,2,0,10/7/2011
1,0,Montenegro,England,2,2,10/7/2011
1,0,Netherlands,Moldova,1,0,10/7/2011
1,0,Northern Ireland,Estonia,1,2,10/7/2011
1,0,Peru,Paraguay,2,0,10/7/2011
1,0,Portugal,Iceland,5,3,10/7/2011
1,0,Puerto Rico,St. Kitts and Nevis,1,1,10/7/2011
1,0,Romania,Belarus,2,2,10/7/2011
1,0,Serbia,Italy,1,1,10/7/2011
1,1,Singapore,Philippines,2,0,10/7/2011
1,0,Slovakia,Russia,0,1,10/7/2011
1,0,St. Lucia,Canada,0,7,10/7/2011
1,0,St. Vincent / Grenadines,Guatemala,0,3,10/7/2011
1,0,Turkey,Germany,1,3,10/7/2011
1,1,Ukraine,Bulgaria,3,0,10/7/2011
1,0,Uruguay,Bolivia,4,2,10/7/2011
1,0,US Virgin Islands,Haiti,0,7,10/7/2011
1,0,Wales,Switzerland,2,0,10/7/2011
1,0,Cape Verde Islands,Zimbabwe,2,1,10/8/2011
1,0,Chad,Malawi,2,2,10/8/2011
1,0,Egypt,Niger,3,0,10/8/2011
1,0,Ethiopia,Madagascar,4,2,10/8/2011
1,0,Gambia,Burkina Faso,1,1,10/8/2011
1,0,Guinea-Bissau,Angola,0,2,10/8/2011
1,0,Liberia,Mali,2,2,10/8/2011
1,0,Liechtenstein,Scotland,0,1,10/8/2011
1,0,Mozambique,Comoros,3,0,10/8/2011
1,0,Nigeria,Guinea,2,2,10/8/2011
1,0,South Africa,Sierra Leone,0,0,10/8/2011
1,0,Sudan,Ghana,0,2,10/8/2011
1,0,Swaziland,Congo,0,1,10/8/2011
1,0,Tunisia,Togo,2,0,10/8/2011
1,0,Uganda,Kenya,0,0,10/8/2011
1,1,USA,Honduras,1,0,10/8/2011
1,0,Zambia,Libya,0,0,10/8/2011
1,0,Algeria,Central African Republic,2,0,10/9/2011
1,0,Benin,Rwanda,0,1,10/9/2011
1,0,Côte d'Ivoire,Burundi,2,1,10/9/2011
1,0,Mauritius,Senegal,0,2,10/9/2011
1,0,Morocco,Tanzania,3,1,10/9/2011
1,0,Albania,Romania,1,1,10/11/2011
1,0,Antigua and Barbuda,US Virgin Islands,10,0,10/11/2011
1,0,Australia,Oman,3,0,10/11/2011
0,0,Bermuda,Guyana,1,1,10/11/2011
1,0,Bolivia,Colombia,1,2,10/11/2011
1,0,Bulgaria,Wales,0,1,10/11/2011
1,0,Canada,Puerto Rico,0,0,10/11/2011
1,0,Chile,Peru,4,2,10/11/2011
1,0,China PR,Iraq,0,1,10/11/2011
1,0,Croatia,Latvia,2,0,10/11/2011
1,0,Denmark,Portugal,2,1,10/11/2011
1,0,El Salvador,Cayman Islands,4,0,10/11/2011
1,1,Equatorial Guinea,Cameroon,1,1,10/11/2011
1,1,Estonia,Ukraine,0,2,10/11/2011
1,0,France,Bosnia-Herzegovina,1,1,10/11/2011
1,0,FYR Macedonia,Slovakia,1,1,10/11/2011
1,0,Georgia,Greece,1,2,10/11/2011
1,0,Germany,Belgium,3,1,10/11/2011
0,1,Ghana,Nigeria,0,0,10/11/2011
1,0,Guatemala,Belize,3,1,10/11/2011
1,0,Haiti,Curacao,2,2,10/11/2011
1,1,Honduras,Jamaica,2,1,10/11/2011
1,0,Hungary,Finland,0,0,10/11/2011
1,0,Indonesia,Qatar,2,3,10/11/2011
1,0,Iran,Bahrain,6,0,10/11/2011
1,0,Italy,Northern Ireland,3,0,10/11/2011
1,0,Japan,Tajikistan,8,0,10/11/2011
1,0,Kazakhstan,Austria,0,0,10/11/2011
1,0,Korea DPR,Uzbekistan,0,1,10/11/2011
1,0,Korea Republic,United Arab Emirates,2,1,10/11/2011
1,0,Lebanon,Kuwait,2,2,10/11/2011
1,0,Lithuania,Czech Republic,1,4,10/11/2011
1,0,Malta,Israel,0,2,10/11/2011
1,1,Mexico,Brazil,1,2,10/11/2011
1,0,Moldova,San Marino,4,0,10/11/2011
1,0,Norway,Cyprus,3,1,10/11/2011
1,0,Panama,Nicaragua,5,1,10/11/2011
1,0,Paraguay,Uruguay,1,1,10/11/2011
1,1,Philippines,Nepal,4,0,10/11/2011
0,1,Poland,Belarus,2,0,10/11/2011
1,0,Republic of Ireland,Armenia,2,1,10/11/2011
1,0,Russia,Andorra,6,0,10/11/2011
1,0,Singapore,Jordan,0,3,10/11/2011
1,0,Slovenia,Serbia,1,0,10/11/2011
1,0,Spain,Scotland,3,1,10/11/2011
1,0,St. Kitts and Nevis,St. Lucia,1,1,10/11/2011
1,0,Suriname,Dominican Republic,1,3,10/11/2011
1,0,Sweden,Netherlands,3,2,10/11/2011
1,0,Switzerland,Montenegro,2,0,10/11/2011
1,0,Thailand,Saudi Arabia,0,0,10/11/2011
1,0,Trinidad and Tobago,Barbados,4,0,10/11/2011
1,0,Turkey,Azerbaijan,1,0,10/11/2011
1,1,USA,Ecuador,0,1,10/11/2011
1,0,Venezuela,Argentina,1,0,10/11/2011
1,0,Grenada,St. Vincent / Grenadines,1,1,10/15/2011
1,1,Namibia,Lesotho,0,0,10/31/2011
1,1,Djibouti,Somalia,0,0,11/1/2011
1,1,Kuwait,Bahrain,0,1,11/4/2011
1,1,Qatar,Oman,0,0,11/4/2011
0,1,Lesotho,Congo DR,0,3,11/6/2011
1,1,Gabon,Brazil,0,2,11/10/2011
1,1,Albania,Azerbaijan,0,1,11/11/2011
1,0,Antigua and Barbuda,Haiti,1,0,11/11/2011
1,0,Argentina,Bolivia,1,1,11/11/2011
1,0,Bahrain,Iran,1,1,11/11/2011
1,1,Belgium,Romania,2,1,11/11/2011
1,0,Belize,St. Vincent / Grenadines,1,1,11/11/2011
0,0,Bermuda,Barbados,2,1,11/11/2011
1,0,Bosnia-Herzegovina,Portugal,0,0,11/11/2011
0,1,Burkina Faso,Mali,1,1,11/11/2011
0,1,Cameroon,Sudan,3,1,11/11/2011
1,0,Chad,Tanzania,1,2,11/11/2011
1,0,Colombia,Venezuela,1,1,11/11/2011
1,0,Comoros,Mozambique,0,1,11/11/2011
1,1,Cyprus,Scotland,1,2,11/11/2011
1,0,Czech Republic,Montenegro,2,0,11/11/2011
1,1,Denmark,Sweden,2,0,11/11/2011
1,0,Djibouti,Namibia,0,4,11/11/2011
1,0,Dominican Republic,Cayman Islands,4,0,11/11/2011
1,0,Equatorial Guinea,Madagascar,2,0,11/11/2011
1,0,Eritrea,Rwanda,1,1,11/11/2011
1,0,Estonia,Republic of Ireland,0,4,11/11/2011
1,1,France,USA,1,0,11/11/2011
1,1,Georgia,Moldova,2,0,11/11/2011
1,1,Greece,Russia,1,1,11/11/2011
1,0,Guatemala,Grenada,3,0,11/11/2011
0,1,Guinea,Senegal,1,4,11/11/2011
1,0,Guinea-Bissau,Togo,1,1,11/11/2011
1,0,Guyana,Trinidad and Tobago,2,1,11/11/2011
1,1,Hungary,Liechtenstein,5,0,11/11/2011
0,0,Iraq,China PR,1,0,11/11/2011
1,0,Jordan,Singapore,2,0,11/11/2011
1,0,Kuwait,Lebanon,0,1,11/11/2011
1,0,Lesotho,Burundi,1,0,11/11/2011
1,1,Mexico,Serbia,2,0,11/11/2011
1,1,Morocco,Uganda,0,1,11/11/2011
1,1,Netherlands,Switzerland,0,0,11/11/2011
1,0,Nicaragua,Dominica,1,0,11/11/2011
1,0,Oman,Australia,1,0,11/11/2011
1,1,Panama,Costa Rica,2,0,11/11/2011
1,0,Paraguay,Ecuador,2,1,11/11/2011
1,1,Poland,Italy,0,2,11/11/2011
1,0,Qatar,Indonesia,4,0,11/11/2011
1,0,Sao Tome e Principe,Congo,0,5,11/11/2011
1,0,Saudi Arabia,Thailand,3,0,11/11/2011
1,0,Seychelles,Kenya,0,3,11/11/2011
1,0,St. Kitts and Nevis,Canada,0,0,11/11/2011
1,0,St. Lucia,Puerto Rico,0,4,11/11/2011
1,0,Suriname,El Salvador,1,3,11/11/2011
1,0,Swaziland,Congo DR,1,3,11/11/2011
1,0,Tajikistan,Japan,0,4,11/11/2011
1,0,Turkey,Croatia,0,3,11/11/2011
1,1,Ukraine,Germany,3,3,11/11/2011
1,0,United Arab Emirates,Korea Republic,0,2,11/11/2011
1,0,Uruguay,Chile,4,0,11/11/2011
1,0,US Virgin Islands,Curacao,0,3,11/11/2011
1,0,Uzbekistan,Korea DPR,1,0,11/11/2011
1,1,Algeria,Tunisia,1,0,11/12/2011
1,1,England,Spain,1,0,11/12/2011
0,1,Nigeria,Botswana,0,0,11/12/2011
0,0,Somalia,Ethiopia,0,0,11/12/2011
1,1,South Africa,Côte d'Ivoire,1,1,11/12/2011
1,1,Wales,Norway,4,1,11/12/2011
1,1,India,Malaysia,1,1,11/13/2011
1,1,Morocco,Cameroon,1,1,11/13/2011
0,1,Sudan,Uganda,0,0,11/13/2011
0,0,Barbados,Bermuda,1,2,11/14/2011
0,1,Brazil,Egypt,2,0,11/14/2011
1,0,Cayman Islands,Dominican Republic,1,1,11/14/2011
1,1,Honduras,Serbia,2,0,11/14/2011
1,0,Puerto Rico,St. Lucia,3,0,11/14/2011
0,1,Belarus,Libya,1,1,11/15/2011
1,0,Burundi,Lesotho,2,2,11/15/2011
1,0,Canada,St. Kitts and Nevis,4,0,11/15/2011
1,0,Chile,Paraguay,2,0,11/15/2011
1,0,Colombia,Argentina,1,2,11/15/2011
1,0,Congo,Sao Tome e Principe,1,1,11/15/2011
1,0,Congo DR,Swaziland,5,1,11/15/2011
1,1,Costa Rica,Spain,2,2,11/15/2011
1,0,Croatia,Turkey,0,0,11/15/2011
1,0,Curacao,US Virgin Islands,6,1,11/15/2011
1,1,Denmark,Finland,2,1,11/15/2011
1,0,Ecuador,Peru,2,0,11/15/2011
1,0,El Salvador,Suriname,4,0,11/15/2011
1,1,England,Sweden,1,0,11/15/2011
1,1,France,Belgium,0,0,11/15/2011
1,1,FYR Macedonia,Albania,0,0,11/15/2011
1,1,Germany,Netherlands,3,0,11/15/2011
0,1,Ghana,Gabon,2,1,11/15/2011
0,1,Greece,Romania,1,3,11/15/2011
1,0,Grenada,Guatemala,1,4,11/15/2011
0,1,Guinea,Burkina Faso,1,1,11/15/2011
1,0,Haiti,Antigua and Barbuda,2,1,11/15/2011
1,0,Indonesia,Iran,1,4,11/15/2011
1,1,Italy,Uruguay,0,1,11/15/2011
1,0,Jordan,Iraq,1,3,11/15/2011
1,0,Kenya,Seychelles,4,0,11/15/2011
1,0,Korea DPR,Japan,1,0,11/15/2011
1,0,Kuwait,United Arab Emirates,2,1,11/15/2011
1,0,Lebanon,Korea Republic,2,1,11/15/2011
1,1,Luxembourg,Switzerland,0,1,11/15/2011
1,0,Madagascar,Equatorial Guinea,2,1,11/15/2011
1,0,Montenegro,Czech Republic,0,1,11/15/2011
1,0,Mozambique,Comoros,4,1,11/15/2011
1,0,Namibia,Djibouti,4,0,11/15/2011
1,1,Niger,Botswana,1,1,11/15/2011
1,1,Nigeria,Zambia,2,0,11/15/2011
1,0,Panama,Dominica,3,0,11/15/2011
1,1,Poland,Hungary,2,1,11/15/2011
1,0,Portugal,Bosnia-Herzegovina,6,2,11/15/2011
1,0,Qatar,Bahrain,0,0,11/15/2011
1,0,Republic of Ireland,Estonia,1,1,11/15/2011
1,0,Rwanda,Eritrea,3,1,11/15/2011
1,0,Saudi Arabia,Oman,0,0,11/15/2011
1,0,Singapore,China PR,0,4,11/15/2011
1,1,Slovenia,USA,2,3,11/15/2011
1,0,St. Vincent / Grenadines,Belize,0,2,11/15/2011
1,0,Tanzania,Chad,0,1,11/15/2011
1,0,Thailand,Australia,0,1,11/15/2011
1,0,Togo,Guinea-Bissau,1,0,11/15/2011
1,0,Trinidad and Tobago,Guyana,3,0,11/15/2011
1,1,Ukraine,Austria,2,1,11/15/2011
1,0,Uzbekistan,Tajikistan,3,0,11/15/2011
1,0,Venezuela,Bolivia,1,0,11/15/2011
1,1,Zimbabwe,South Africa,2,1,11/15/2011
1,0,Ethiopia,Somalia,5,0,11/16/2011
1,1,India,Malaysia,3,2,11/16/2011
1,0,American Samoa,Tonga,2,1,11/22/2011
0,0,Cook Islands,Samoa,2,3,11/22/2011
1,1,Maldives,Seychelles,3,0,11/22/2011
1,0,American Samoa,Cook Islands,1,1,11/24/2011
1,1,Maldives,Seychelles,2,1,11/24/2011
1,0,Samoa,Tonga,1,1,11/24/2011
0,1,Burundi,Somalia,4,1,11/25/2011
1,0,Samoa,American Samoa,1,0,11/26/2011
1,1,Tanzania,Rwanda,0,1,11/26/2011
0,0,Tonga,Cook Islands,2,1,11/26/2011
0,1,Zimbabwe,Djibouti,2,0,11/27/2011
0,1,Kenya,Malawi,0,2,11/28/2011
0,1,Somalia,Uganda,0,4,11/28/2011
0,1,Sudan,Ethiopia,1,1,11/28/2011
1,1,India,Zambia,0,5,11/29/2011
0,1,Rwanda,Zimbabwe,2,0,11/29/2011
1,1,Tanzania,Djibouti,3,0,11/29/2011
0,1,Ethiopia,Kenya,0,2,11/30/2011
0,1,Malawi,Sudan,0,0,11/30/2011
0,1,Burundi,Uganda,1,0,12/1/2011
0,1,Bangladesh,Pakistan,0,0,12/2/2011
0,1,Ethiopia,Malawi,1,1,12/2/2011
0,1,Maldives,Nepal,1,1,12/2/2011
0,1,Rwanda,Djibouti,5,2,12/2/2011
1,1,Suriname,Aruba,0,0,12/2/2011
1,1,India,Afghanistan,1,1,12/3/2011
0,1,Kenya,Sudan,0,1,12/3/2011
0,1,Sri Lanka,Bhutan,3,0,12/3/2011
1,1,Tanzania,Zimbabwe,1,2,12/3/2011
0,1,Bangladesh,Nepal,0,1,12/4/2011
0,1,Maldives,Pakistan,0,0,12/4/2011
1,1,Suriname,Curacao,2,0,12/4/2011
0,1,Burundi,Sudan,0,2,12/5/2011
1,1,India,Bhutan,5,0,12/5/2011
0,1,Sri Lanka,Afghanistan,1,3,12/5/2011
1,1,Bahrain,Palestine,0,1,12/6/2011
0,1,Maldives,Bangladesh,3,1,12/6/2011
0,1,Pakistan,Nepal,1,1,12/6/2011
1,1,Tanzania,Malawi,1,0,12/6/2011
0,1,Zimbabwe,Uganda,0,1,12/6/2011
0,1,Bhutan,Afghanistan,1,8,12/7/2011
1,1,India,Sri Lanka,3,0,12/7/2011
0,1,Sudan,Rwanda,1,2,12/8/2011
1,1,Tanzania,Uganda,1,3,12/8/2011
0,1,Afghanistan,Nepal,1,0,12/9/2011
0,1,Maldives,India,1,3,12/9/2011
1,1,Qatar,Bahrain,2,2,12/10/2011
0,1,Rwanda,Uganda,2,2,12/10/2011
1,1,Tanzania,Sudan,0,1,12/10/2011
1,1,Cuba,Costa Rica,1,1,12/11/2011
1,1,India,Afghanistan,4,0,12/11/2011
0,1,Bahrain,Iraq,3,0,12/13/2011
1,1,Angola,Cameroon,1,1,12/14/2011
1,1,Oman,Kuwait,0,2,12/14/2011
0,1,Poland,Bosnia-Herzegovina,1,0,12/16/2011
1,1,Qatar,Iraq,0,0,12/16/2011
0,1,Sudan,Palestine,0,2,12/17/2011
1,1,Angola,Zambia,1,0,12/18/2011
0,1,Bahrain,Palestine,3,1,12/20/2011
0,1,Botswana,Lesotho,3,0,12/21/2011
1,1,Chile,Paraguay,3,2,12/21/2011
1,1,Angola,Namibia,0,0,12/22/2011
0,1,Palestine,Kuwait,0,3,12/22/2011
1,1,Venezuela,Costa Rica,0,2,12/22/2011
1,1,Equatorial Guinea,South Africa,0,0,1/6/2012
1,1,Botswana,Zimbabwe,0,0,1/7/2012
0,1,Gabon,Burkina Faso,0,0,1/9/2012
0,1,Tunisia,Sudan,3,0,1/9/2012
1,1,Nigeria,Angola,0,0,1/11/2012
1,1,Senegal,Sudan,1,0,1/12/2012
0,1,Tunisia,Côte d'Ivoire,0,2,1/13/2012
1,1,Angola,Sierra Leone,3,1,1/14/2012
0,1,Zambia,Namibia,0,0,1/14/2012
1,1,Oman,Congo DR,2,2,1/15/2012
1,0,Sao Tome e Principe,Lesotho,1,0,1/15/2012
0,1,Côte d'Ivoire,Libya,1,0,1/16/2012
1,1,Gabon,Sudan,0,0,1/16/2012
1,1,Kuwait,Uzbekistan,1,0,1/17/2012
0,1,Bahrain,Sweden,0,2,1/18/2012
1,1,Thailand,Norway,0,1,1/18/2012
1,0,Equatorial Guinea,Libya,1,0,1/21/2012
0,0,Senegal,Zambia,1,2,1/21/2012
1,1,USA,Venezuela,1,0,1/21/2012
0,0,Burkina Faso,Angola,1,2,1/22/2012
0,0,Côte d'Ivoire,Sudan,1,0,1/22/2012
1,0,Lesotho,Sao Tome e Principe,0,0,1/22/2012
1,1,Trinidad and Tobago,Finland,2,3,1/22/2012
1,0,Gabon,Niger,2,0,1/23/2012
0,0,Morocco,Tunisia,1,2,1/23/2012
0,0,Ghana,Botswana,1,0,1/24/2012
0,0,Mali,Guinea,1,0,1/24/2012
1,0,Equatorial Guinea,Senegal,2,1,1/25/2012
0,0,Libya,Zambia,2,2,1/25/2012
0,1,Mexico,Venezuela,3,1,1/25/2012
1,1,Panama,USA,0,1,1/25/2012
0,0,Côte d'Ivoire,Burkina Faso,2,0,1/26/2012
0,0,Sudan,Angola,2,2,1/26/2012
1,0,Gabon,Morocco,3,2,1/27/2012
0,0,Niger,Tunisia,1,2,1/27/2012
0,1,Romania,Turkmenistan,4,0,1/27/2012
0,0,Botswana,Guinea,1,6,1/28/2012
0,0,Ghana,Mali,2,0,1/28/2012
1,0,Equatorial Guinea,Zambia,0,1,1/29/2012
0,0,Libya,Senegal,2,1,1/29/2012
1,1,United Arab Emirates,Uzbekistan,1,0,1/29/2012
0,0,Côte d'Ivoire,Angola,2,0,1/30/2012
0,0,Sudan,Burkina Faso,2,1,1/30/2012
1,0,Gabon,Tunisia,1,0,1/31/2012
0,0,Niger,Morocco,0,1,1/31/2012
0,0,Botswana,Mali,1,2,2/1/2012
0,0,Ghana,Guinea,1,1,2/1/2012
0,0,Côte d'Ivoire,Equatorial Guinea,3,0,2/4/2012
0,0,Zambia,Sudan,3,0,2/4/2012
1,0,Gabon,Mali,1,1,2/5/2012
0,0,Ghana,Tunisia,2,1,2/5/2012
0,0,Mali,Côte d'Ivoire,0,1,2/8/2012
0,0,Zambia,Ghana,1,0,2/8/2012
0,0,Ghana,Mali,0,2,2/11/2012
0,0,Zambia,Côte d'Ivoire,0,0,2/12/2012
1,1,Liberia,Nigeria,0,2,2/15/2012
1,1,Paraguay,Chile,2,0,2/15/2012
1,1,Korea DPR,Kuwait,1,1,2/17/2012
1,1,St. Vincent / Grenadines,Guyana,1,0,2/19/2012
1,1,Grenada,Guyana,1,2,2/22/2012
1,1,Jamaica,Cuba,1,0,2/22/2012
1,1,Namibia,Mozambique,3,0,2/22/2012
1,1,Paraguay,Guatemala,2,1,2/22/2012
0,1,Iran,Jordan,2,2,2/23/2012
1,1,Oman,India,5,1,2/23/2012
1,1,Tanzania,Congo DR,0,0,2/23/2012
0,1,Azerbaijan,Singapore,2,2,2/24/2012
1,1,Jamaica,Cuba,3,0,2/24/2012
1,1,Japan,Iceland,3,1,2/24/2012
1,1,Nicaragua,Puerto Rico,1,0,2/24/2012
1,1,Thailand,Maldives,3,0,2/24/2012
1,1,United Arab Emirates,Palestine,3,0,2/24/2012
1,1,Korea Republic,Uzbekistan,4,2,2/25/2012
1,1,Nicaragua,Puerto Rico,4,1,2/26/2012
0,1,Azerbaijan,India,3,0,2/27/2012
0,1,Egypt,Kenya,5,0,2/27/2012
0,1,Armenia,Serbia,0,2,2/28/2012
0,1,Bosnia-Herzegovina,Brazil,1,2,2/28/2012
1,1,Antigua and Barbuda,Trinidad and Tobago,0,4,2/29/2012
0,1,Armenia,Canada,3,1,2/29/2012
1,0,Australia,Saudi Arabia,4,2,2/29/2012
1,1,Austria,Finland,3,1,2/29/2012
1,0,Bahrain,Indonesia,10,0,2/29/2012
1,1,Bolivia,Cuba,1,0,2/29/2012
1,0,Burundi,Zimbabwe,2,1,2/29/2012
1,0,Chad,Malawi,3,2,2/29/2012
0,1,Chile,Ghana,1,1,2/29/2012
1,0,China PR,Jordan,3,1,2/29/2012
1,0,Congo,Uganda,3,1,2/29/2012
1,1,Côte d'Ivoire,Guinea,0,0,2/29/2012
1,1,Croatia,Sweden,1,3,2/29/2012
1,1,Cyprus,Serbia,0,0,2/29/2012
1,1,Denmark,Russia,0,2,2/29/2012
1,1,Ecuador,Honduras,2,0,2/29/2012
0,1,Egypt,Niger,1,0,2/29/2012
0,1,El Salvador,Estonia,0,2,2/29/2012
1,1,England,Netherlands,2,3,2/29/2012
1,0,Ethiopia,Benin,0,0,2/29/2012
1,0,Gambia,Algeria,1,2,2/29/2012
1,1,Georgia,Albania,2,1,2/29/2012
1,1,Germany,France,1,2,2/29/2012
1,1,Greece,Belgium,1,1,2/29/2012
1,0,Guinea-Bissau,Cameroon,0,1,2/29/2012
1,1,Guyana,Guatemala,0,2,2/29/2012
1,1,Hong Kong,Chinese Taipei,5,1,2/29/2012
1,1,Hungary,Bulgaria,1,1,2/29/2012
1,0,Iran,Qatar,2,2,2/29/2012
0,0,Iraq,Singapore,7,1,2/29/2012
1,1,Israel,Ukraine,2,3,2/29/2012
1,1,Italy,USA,0,1,2/29/2012
1,0,Japan,Uzbekistan,0,1,2/29/2012
1,0,Kenya,Togo,2,1,2/29/2012
1,0,Korea Republic,Kuwait,2,0,2/29/2012
0,1,Latvia,Kazakhstan,0,0,2/29/2012
1,0,Liberia,Namibia,1,0,2/29/2012
1,1,Luxembourg,FYR Macedonia,2,1,2/29/2012
1,0,Madagascar,Cape Verde Islands,0,4,2/29/2012
1,1,Malta,Liechtenstein,2,1,2/29/2012
0,1,Mexico,Colombia,0,2,2/29/2012
0,1,Moldova,Belarus,0,0,2/29/2012
1,1,Montenegro,Iceland,2,1,2/29/2012
1,1,Morocco,Burkina Faso,2,0,2/29/2012
1,1,New Zealand,Jamaica,2,3,2/29/2012
1,1,Northern Ireland,Norway,0,3,2/29/2012
1,0,Oman,Thailand,2,0,2/29/2012
1,1,Paraguay,Panama,1,0,2/29/2012
1,1,Philippines,Malaysia,1,1,2/29/2012
1,1,Poland,Portugal,0,0,2/29/2012
1,1,Republic of Ireland,Czech Republic,1,1,2/29/2012
1,1,Romania,Uruguay,1,1,2/29/2012
1,0,Rwanda,Nigeria,0,0,2/29/2012
1,0,Sao Tome e Principe,Sierra Leone,2,1,2/29/2012
1,0,Seychelles,Congo DR,0,4,2/29/2012
1,1,Slovenia,Scotland,1,1,2/29/2012
1,1,South Africa,Senegal,0,0,2/29/2012
1,1,Spain,Venezuela,5,0,2/29/2012
1,1,Switzerland,Argentina,1,3,2/29/2012
1,0,Tajikistan,Korea DPR,1,1,2/29/2012
1,0,Tanzania,Mozambique,1,1,2/29/2012
1,1,Tunisia,Peru,1,1,2/29/2012
1,1,Turkey,Slovakia,1,2,2/29/2012
1,0,United Arab Emirates,Lebanon,4,2,2/29/2012
1,1,Wales,Costa Rica,0,1,2/29/2012
0,1,Egypt,Congo DR,0,0,3/2/2012
1,1,St. Kitts and Nevis,Antigua and Barbuda,1,0,3/3/2012
1,0,Nepal,Palestine,0,2,3/8/2012
0,0,Turkmenistan,Maldives,3,1,3/8/2012
0,0,India,Tajikistan,0,2,3/9/2012
0,0,Korea DPR,Philippines,2,0,3/9/2012
1,0,Nepal,Maldives,0,1,3/10/2012
0,0,Palestine,Turkmenistan,0,0,3/10/2012
0,0,Philippines,India,2,0,3/11/2012
