HOMEADV,FRIENDLY,HOME,AWAY,HG,AG,DATE
0,0,Korea Republic,Saudi Arabia,1,1,7/11/2007
0,0,Mexico,Argentina,0,3,7/11/2007
1,0,Thailand,Oman,2,0,7/12/2007
1,0,Vietnam,Qatar,1,1,7/12/2007
0,0,Iraq,Australia,3,1,7/13/2007
0,0,United Arab Emirates,Japan,1,3,7/13/2007
0,0,Uruguay,Mexico,1,3,7/14/2007
1,0,Malaysia,Uzbekistan,0,5,7/14/2007
1,0,Indonesia,Saudi Arabia,1,2,7/14/2007
0,0,Brazil,Argentina,3,0,7/15/2007
0,0,China PR,Iran,2,2,7/15/2007
0,0,Bahrain,Korea Republic,2,1,7/15/2007
1,0,Vietnam,Japan,1,4,7/16/2007
0,0,Qatar,United Arab Emirates,1,2,7/16/2007
1,0,Thailand,Australia,0,4,7/16/2007
0,0,Oman,Iraq,0,0,7/16/2007
1,1,New Caledonia,Vanuatu,5,3,7/17/2007
0,0,Saudi Arabia,Bahrain,4,0,7/18/2007
1,0,Indonesia,Korea Republic,0,1,7/18/2007
0,0,Uzbekistan,China PR,3,0,7/18/2007
1,0,Malaysia,Iran,0,2,7/18/2007
1,1,New Caledonia,Vanuatu,0,2,7/19/2007
1,1,Botswana,Zambia,0,0,7/21/2007
0,0,Japan,Australia,1,1,7/21/2007
0,0,Iraq,Vietnam,2,0,7/21/2007
0,0,Iran,Korea Republic,0,0,7/22/2007
0,0,Saudi Arabia,Uzbekistan,2,1,7/22/2007
0,0,Iraq,Korea Republic,0,0,7/25/2007
0,0,Japan,Saudi Arabia,2,3,7/25/2007
0,1,Angola,Lesotho,2,0,7/28/2007
1,1,Botswana,Namibia,1,0,7/28/2007
0,0,Korea Republic,Japan,0,0,7/28/2007
1,1,Botswana,Angola,0,0,7/29/2007
1,1,Madagascar,Congo DR,0,0,7/29/2007
0,1,Namibia,Lesotho,3,2,7/29/2007
0,0,Iraq,Saudi Arabia,1,0,7/29/2007
1,1,Madagascar,Comoros,3,0,8/14/2007
0,1,Mauritius,Seychelles,3,0,8/14/2007
1,1,India,Cambodia,6,0,8/17/2007
0,1,Bangladesh,Syria,0,2,8/18/2007
0,1,Kyrgyzstan,Cambodia,4,3,8/19/2007
1,1,India,Bangladesh,1,0,8/20/2007
1,1,Mozambique,Zimbabwe,0,0,8/20/2007
0,1,Myanmar,Lesotho,1,0,8/20/2007
0,1,Benin,Gabon,2,2,8/21/2007
0,1,Ghana,Senegal,1,1,8/21/2007
0,1,Syria,Kyrgyzstan,4,1,8/21/2007
1,1,Albania,Malta,3,0,8/22/2007
1,1,Austria,Czech Republic,1,1,8/22/2007
0,1,Bangladesh,Cambodia,1,1,8/22/2007
1,1,Belarus,Israel,2,1,8/22/2007
1,1,Bosnia-Herzegovina,Croatia,3,5,8/22/2007
0,1,Brazil,Algeria,2,0,8/22/2007
1,1,Bulgaria,Wales,0,1,8/22/2007
0,1,Burkina Faso,Mali,2,3,8/22/2007
0,1,Colombia,Mexico,1,0,8/22/2007
1,1,Congo DR,Angola,3,1,8/22/2007
1,1,Costa Rica,Peru,1,1,8/22/2007
0,1,Côte d'Ivoire,Egypt,0,0,8/22/2007
1,1,Denmark,Republic of Ireland,0,4,8/22/2007
1,1,Ecuador,Bolivia,1,0,8/22/2007
1,1,El Salvador,Honduras,2,0,8/22/2007
1,1,England,Germany,1,2,8/22/2007
1,1,Greece,Spain,2,3,8/22/2007
1,1,Hungary,Italy,3,1,8/22/2007
1,1,Iceland,Canada,1,1,8/22/2007
1,1,Japan,Cameroon,2,0,8/22/2007
1,1,Latvia,Moldova,1,2,8/22/2007
0,1,Lesotho,Laos,3,1,8/22/2007
1,1,Lithuania,Turkmenistan,2,1,8/22/2007
1,1,Luxembourg,Georgia,0,0,8/22/2007
1,1,FYR Macedonia,Nigeria,0,0,8/22/2007
1,1,Montenegro,Slovenia,1,1,8/22/2007
1,1,Norway,Argentina,2,1,8/22/2007
1,1,Panama,Guatemala,2,1,8/22/2007
1,1,Paraguay,Venezuela,1,1,8/22/2007
1,1,Romania,Turkey,2,0,8/22/2007
1,1,Russia,Poland,2,2,8/22/2007
1,1,Scotland,South Africa,1,0,8/22/2007
1,1,Slovakia,France,0,1,8/22/2007
1,1,Sudan,Libya,1,0,8/22/2007
1,1,Sweden,USA,1,0,8/22/2007
1,1,Switzerland,Netherlands,2,1,8/22/2007
1,1,Tajikistan,Azerbaijan,2,3,8/22/2007
1,1,Togo,Zambia,3,1,8/22/2007
1,1,Tunisia,Guinea,1,1,8/22/2007
1,1,Ukraine,Uzbekistan,2,1,8/22/2007
1,0,Finland,Kazakhstan,2,1,8/22/2007
1,0,Estonia,Andorra,2,1,8/22/2007
1,0,Northern Ireland,Liechtenstein,3,1,8/22/2007
1,0,Belgium,Serbia,3,2,8/22/2007
1,0,Armenia,Portugal,1,1,8/22/2007
1,0,San Marino,Cyprus,0,1,8/22/2007
1,1,India,Syria,2,3,8/23/2007
0,1,Bangladesh,Kyrgyzstan,0,3,8/24/2007
1,0,Samoa,Vanuatu,0,4,8/25/2007
0,0,Tahiti,New Caledonia,0,1,8/25/2007
0,0,Solomon Islands,American Samoa,12,1,8/25/2007
0,0,Fiji,Tuvalu,15,1,8/25/2007
0,1,Cambodia,Syria,1,5,8/25/2007
0,1,Myanmar,Laos,1,0,8/25/2007
1,1,India,Kyrgyzstan,3,0,8/26/2007
1,0,Samoa,American Samoa,7,0,8/27/2007
0,0,Solomon Islands,Tonga,4,0,8/27/2007
0,0,Tuvalu,New Caledonia,0,1,8/27/2007
0,0,Fiji,Cook Islands,4,0,8/27/2007
1,0,Samoa,Tonga,2,1,8/29/2007
0,0,American Samoa,Vanuatu,0,1,8/29/2007
0,0,Tuvalu,Tahiti,1,1,8/29/2007
0,0,New Caledonia,Cook Islands,3,0,8/29/2007
1,1,India,Syria,1,0,8/29/2007
0,0,Tonga,American Samoa,4,0,9/1/2007
0,0,Cook Islands,Tuvalu,4,1,9/1/2007
0,0,Vanuatu,Solomon Islands,0,2,9/1/2007
0,0,Tahiti,Fiji,0,4,9/1/2007
1,1,Tanzania,Uganda,1,0,9/1/2007
1,0,Samoa,Solomon Islands,0,3,9/3/2007
0,0,Tonga,Vanuatu,1,4,9/3/2007
0,0,Cook Islands,Tahiti,0,1,9/3/2007
0,0,New Caledonia,Fiji,1,1,9/3/2007
0,0,Solomon Islands,New Caledonia,2,3,9/5/2007
0,0,Fiji,Vanuatu,3,0,9/5/2007
0,0,Solomon Islands,Vanuatu,0,2,9/7/2007
1,1,Austria,Japan,0,0,9/7/2007
1,1,Bahrain,Jordan,1,3,9/7/2007
0,1,Switzerland,Chile,2,1,9/7/2007
0,0,New Caledonia,Fiji,1,0,9/7/2007
1,1,Cyprus,Armenia,3,1,9/8/2007
1,1,Ecuador,El Salvador,5,1,9/8/2007
0,1,Ghana,Morocco,2,0,9/8/2007
1,1,Kazakhstan,Tajikistan,1,1,9/8/2007
1,1,Peru,Colombia,2,2,9/8/2007
1,1,Venezuela,Paraguay,3,2,9/8/2007
1,0,Gabon,Côte d'Ivoire,0,0,9/8/2007
1,0,Uganda,Niger,3,1,9/8/2007
1,0,Nigeria,Lesotho,2,0,9/8/2007
1,0,Rwanda,Liberia,4,0,9/8/2007
1,0,Kenya,Angola,2,1,9/8/2007
1,0,Tanzania,Mozambique,0,1,9/8/2007
1,0,Senegal,Burkina Faso,5,1,9/8/2007
1,0,Ethiopia,Namibia,2,3,9/8/2007
1,0,Congo DR,Libya,1,1,9/8/2007
1,0,Scotland,Lithuania,3,1,9/8/2007
1,0,Hungary,Bosnia-Herzegovina,1,0,9/8/2007
1,0,England,Israel,3,0,9/8/2007
1,0,Luxembourg,Slovenia,0,3,9/8/2007
1,0,Georgia,Ukraine,1,1,9/8/2007
1,0,Russia,FYR Macedonia,3,0,9/8/2007
1,0,Belarus,Romania,1,3,9/8/2007
1,0,Latvia,Northern Ireland,1,0,9/8/2007
1,0,Malta,Turkey,2,2,9/8/2007
1,0,Wales,Germany,0,2,9/8/2007
1,0,Iceland,Spain,1,1,9/8/2007
1,0,Serbia,Finland,0,0,9/8/2007
1,0,San Marino,Czech Republic,0,3,9/8/2007
1,0,Slovakia,Republic of Ireland,2,2,9/8/2007
1,0,Croatia,Estonia,2,0,9/8/2007
1,0,Sweden,Denmark,0,0,9/8/2007
1,0,Netherlands,Bulgaria,2,0,9/8/2007
1,0,Italy,France,0,0,9/8/2007
1,0,Portugal,Poland,2,2,9/8/2007
1,0,Moldova,Norway,0,1,9/8/2007
0,1,Costa Rica,Honduras,0,0,9/9/2007
1,1,USA,Brazil,2,4,9/9/2007
1,0,Burundi,Egypt,0,0,9/9/2007
1,0,Sudan,Tunisia,3,2,9/9/2007
1,0,Mauritius,Seychelles,1,1,9/9/2007
1,0,Equatorial Guinea,Cameroon,1,0,9/9/2007
1,0,Swaziland,Eritrea,0,0,9/9/2007
1,0,Guinea,Cape Verde Islands,4,0,9/9/2007
1,0,Gambia,Algeria,2,1,9/9/2007
1,0,South Africa,Zambia,1,3,9/9/2007
1,0,Chad,Congo,1,1,9/9/2007
1,0,Zimbabwe,Malawi,3,1,9/9/2007
1,1,Australia,Argentina,0,1,9/11/2007
1,1,Austria,Chile,0,2,9/11/2007
1,1,Saudi Arabia,Ghana,5,0,9/11/2007
0,1,Switzerland,Japan,3,4,9/11/2007
1,1,Azerbaijan,Georgia,1,1,9/12/2007
0,1,Brazil,Mexico,3,1,9/12/2007
1,1,Canada,Costa Rica,1,1,9/12/2007
1,1,Colombia,Paraguay,1,0,9/12/2007
1,1,Germany,Romania,3,1,9/12/2007
1,1,Honduras,Ecuador,2,1,9/12/2007
1,1,Malta,Armenia,0,1,9/12/2007
1,1,Montenegro,Sweden,1,2,9/12/2007
1,1,Peru,Bolivia,2,0,9/12/2007
1,1,Singapore,United Arab Emirates,1,1,9/12/2007
1,1,South Africa,Uruguay,0,0,9/12/2007
1,1,Venezuela,Panama,1,1,9/12/2007
1,0,Andorra,Croatia,0,6,9/12/2007
1,0,Iceland,Northern Ireland,2,1,9/12/2007
1,0,Slovakia,Wales,2,5,9/12/2007
1,0,Finland,Poland,0,0,9/12/2007
1,0,Norway,Greece,2,2,9/12/2007
1,0,Slovenia,Belarus,1,0,9/12/2007
1,0,Lithuania,Faroe Islands,2,1,9/12/2007
1,0,Bosnia-Herzegovina,Moldova,0,1,9/12/2007
1,0,Cyprus,San Marino,3,0,9/12/2007
1,0,England,Russia,3,0,9/12/2007
1,0,Denmark,Liechtenstein,4,0,9/12/2007
1,0,Turkey,Hungary,3,0,9/12/2007
1,0,Czech Republic,Republic of Ireland,1,0,9/12/2007
1,0,FYR Macedonia,Estonia,1,1,9/12/2007
1,0,Bulgaria,Luxembourg,3,0,9/12/2007
1,0,Albania,Netherlands,0,1,9/12/2007
1,0,Portugal,Serbia,1,1,9/12/2007
1,0,Kazakhstan,Belgium,2,2,9/12/2007
1,0,France,Scotland,0,1,9/12/2007
1,0,Ukraine,Italy,1,2,9/12/2007
1,0,Spain,Latvia,2,0,9/12/2007
1,1,Qatar,Oman,1,1,9/17/2007
1,1,United Arab Emirates,Lebanon,1,1,9/23/2007
1,1,South Africa,Botswana,1,0,9/29/2007
0,1,Zambia,Mozambique,3,0,9/29/2007
1,1,Oman,Maldives,1,0,10/2/2007
1,1,Thailand,United Arab Emirates,1,1,10/3/2007
1,1,Bahrain,Singapore,3,1,10/4/2007
1,0,Bangladesh,Tajikistan,1,1,10/8/2007
1,0,Thailand,Macau,6,1,10/8/2007
1,0,Vietnam,United Arab Emirates,0,1,10/8/2007
1,0,Syria,Afghanistan,3,0,10/8/2007
1,0,Palestine,Singapore,0,4,10/8/2007
1,0,Lebanon,India,4,1,10/8/2007
1,0,Oman,Nepal,2,0,10/8/2007
1,0,Yemen,Maldives,3,0,10/8/2007
1,0,Cambodia,Turkmenistan,0,1,10/11/2007
1,0,Togo,Mali,0,2,10/12/2007
1,0,Sierra Leone,Benin,0,2,10/12/2007
1,1,El Salvador,Costa Rica,2,2,10/13/2007
1,1,Switzerland,Austria,3,1,10/13/2007
1,0,Mauritania,Burundi,2,1,10/13/2007
1,0,Egypt,Botswana,1,0,10/13/2007
1,0,Scotland,Ukraine,3,1,10/13/2007
1,0,Slovakia,San Marino,7,0,10/13/2007
1,0,England,Estonia,3,0,10/13/2007
1,0,Faroe Islands,France,0,6,10/13/2007
1,0,Iceland,Latvia,2,4,10/13/2007
1,0,Hungary,Malta,2,0,10/13/2007
1,0,Belarus,Luxembourg,0,1,10/13/2007
1,0,Liechtenstein,Sweden,0,3,10/13/2007
1,0,Cyprus,Wales,3,1,10/13/2007
1,0,Republic of Ireland,Germany,0,0,10/13/2007
1,0,Armenia,Serbia,0,0,10/13/2007
1,0,Denmark,Spain,1,3,10/13/2007
1,0,Croatia,Israel,1,0,10/13/2007
1,0,Romania,Netherlands,1,0,10/13/2007
1,0,Poland,Kazakhstan,3,1,10/13/2007
1,0,Slovenia,Albania,0,0,10/13/2007
1,0,Belgium,Finland,0,0,10/13/2007
1,0,Italy,Georgia,2,0,10/13/2007
1,0,Azerbaijan,Portugal,0,2,10/13/2007
1,0,Moldova,Turkey,1,1,10/13/2007
1,0,Greece,Bosnia-Herzegovina,3,2,10/13/2007
1,0,Uzbekistan,Chinese Taipei,9,0,10/13/2007
1,0,Uruguay,Bolivia,5,0,10/13/2007
1,0,Argentina,Chile,2,0,10/13/2007
1,0,Ecuador,Venezuela,0,1,10/13/2007
1,0,Peru,Paraguay,0,0,10/13/2007
1,1,Honduras,Panama,1,0,10/14/2007
1,1,Mexico,Nigeria,2,2,10/14/2007
0,1,Senegal,Guinea,3,1,10/14/2007
1,0,Madagascar,Comoros,6,2,10/14/2007
1,0,Colombia,Brazil,0,0,10/14/2007
1,0,Macau,Thailand,1,7,10/15/2007
1,1,Bahrain,Libya,2,0,10/16/2007
1,1,Croatia,Slovakia,3,0,10/16/2007
1,1,Qatar,Iraq,3,2,10/16/2007
1,0,Venezuela,Argentina,0,2,10/16/2007
1,1,Austria,Côte d'Ivoire,3,2,10/17/2007
1,1,Costa Rica,Haiti,1,1,10/17/2007
1,1,El Salvador,Trinidad and Tobago,0,0,10/17/2007
1,1,Estonia,Montenegro,0,1,10/17/2007
1,1,Finland,Spain,0,0,10/17/2007
1,1,Israel,Belarus,2,1,10/17/2007
1,1,Italy,South Africa,2,0,10/17/2007
1,1,Japan,Egypt,4,1,10/17/2007
0,1,Mexico,Guatemala,2,3,10/17/2007
1,1,Morocco,Namibia,2,0,10/17/2007
1,1,Poland,Hungary,0,1,10/17/2007
1,1,Switzerland,USA,0,1,10/17/2007
1,1,United Arab Emirates,Tunisia,0,1,10/17/2007
1,0,Ukraine,Faroe Islands,5,0,10/17/2007
1,0,Russia,England,2,1,10/17/2007
1,0,Malta,Moldova,2,3,10/17/2007
1,0,Republic of Ireland,Cyprus,1,1,10/17/2007
1,0,Kazakhstan,Portugal,1,2,10/17/2007
1,0,FYR Macedonia,Andorra,3,0,10/17/2007
1,0,Liechtenstein,Iceland,3,0,10/17/2007
1,0,Denmark,Latvia,3,1,10/17/2007
1,0,San Marino,Wales,1,2,10/17/2007
1,0,Luxembourg,Romania,0,2,10/17/2007
1,0,Turkey,Greece,0,1,10/17/2007
1,0,Bosnia-Herzegovina,Norway,0,2,10/17/2007
1,0,Sweden,Northern Ireland,1,1,10/17/2007
1,0,Netherlands,Slovenia,2,0,10/17/2007
1,0,Belgium,Armenia,3,0,10/17/2007
1,0,Germany,Czech Republic,0,3,10/17/2007
1,0,Albania,Bulgaria,1,1,10/17/2007
1,0,Azerbaijan,Serbia,1,6,10/17/2007
1,0,Georgia,Scotland,2,0,10/17/2007
1,0,France,Lithuania,2,0,10/17/2007
1,0,Bolivia,Colombia,0,0,10/17/2007
1,0,Fiji,New Zealand,0,2,10/17/2007
1,0,Sierra Leone,Guinea-Bissau,1,0,10/17/2007
1,0,Paraguay,Uruguay,1,0,10/17/2007
1,0,Chile,Peru,2,0,10/17/2007
1,0,Brazil,Ecuador,5,0,10/17/2007
1,0,Kyrgyzstan,Jordan,2,0,10/18/2007
1,0,Mongolia,Korea DPR,1,4,10/21/2007
1,0,Timor-Leste,Hong Kong,2,3,10/21/2007
1,0,Sri Lanka,Qatar,0,1,10/21/2007
1,0,Bahrain,Malaysia,4,1,10/21/2007
1,0,China PR,Myanmar,7,0,10/21/2007
1,0,Pakistan,Iraq,0,7,10/22/2007
1,1,South Africa,Zambia,0,0,10/24/2007
1,0,Afghanistan,Syria,1,2,10/26/2007
1,0,Iraq,Pakistan,0,0,10/28/2007
1,0,Tajikistan,Bangladesh,5,0,10/28/2007
1,0,Nepal,Oman,0,2,10/28/2007
1,0,Hong Kong,Timor-Leste,8,1,10/28/2007
1,0,Maldives,Yemen,2,0,10/28/2007
1,0,Korea DPR,Mongolia,5,1,10/28/2007
1,0,Myanmar,China PR,0,4,10/28/2007
1,0,Singapore,Palestine,0,1,10/28/2007
1,0,Chinese Taipei,Uzbekistan,0,2,10/28/2007
1,0,Turkmenistan,Cambodia,4,1,10/28/2007
1,0,United Arab Emirates,Vietnam,5,0,10/28/2007
1,0,Jordan,Kyrgyzstan,2,0,10/28/2007
1,0,Qatar,Sri Lanka,5,0,10/28/2007
1,0,Malaysia,Bahrain,0,0,10/28/2007
1,0,India,Lebanon,2,2,10/30/2007
1,1,Saudi Arabia,Namibia,1,0,11/2/2007
1,1,Saudi Arabia,Estonia,2,0,11/9/2007
1,0,Yemen,Thailand,1,1,11/9/2007
1,0,Singapore,Tajikistan,2,0,11/9/2007
1,0,Indonesia,Syria,1,4,11/9/2007
1,0,Hong Kong,Turkmenistan,0,0,11/10/2007
1,1,Austria,England,0,1,11/16/2007
1,1,France,Morocco,2,2,11/16/2007
1,1,Qatar,Georgia,1,2,11/16/2007
1,0,Djibouti,Somalia,1,0,11/16/2007
1,1,Angola,Côte d'Ivoire,2,1,11/17/2007
0,1,Australia,Nigeria,1,0,11/17/2007
0,1,Benin,United Arab Emirates,1,0,11/17/2007
0,1,Guatemala,Honduras,0,1,11/17/2007
0,1,Senegal,Mali,3,2,11/17/2007
1,1,South Africa,USA,0,1,11/17/2007
1,1,Tunisia,Namibia,2,0,11/17/2007
1,0,Wales,Republic of Ireland,2,2,11/17/2007
1,0,Finland,Azerbaijan,2,1,11/17/2007
1,0,Scotland,Italy,1,2,11/17/2007
1,0,Andorra,Estonia,0,2,11/17/2007
1,0,Latvia,Liechtenstein,4,1,11/17/2007
1,0,Bulgaria,Romania,1,0,11/17/2007
1,0,Norway,Turkey,1,2,11/17/2007
1,0,Moldova,Hungary,3,0,11/17/2007
1,0,Northern Ireland,Denmark,2,1,11/17/2007
1,0,Lithuania,Ukraine,2,0,11/17/2007
1,0,Germany,Cyprus,4,0,11/17/2007
1,0,FYR Macedonia,Croatia,2,0,11/17/2007
1,0,Israel,Russia,2,1,11/17/2007
1,0,Albania,Belarus,2,4,11/17/2007
1,0,Poland,Belgium,2,0,11/17/2007
1,0,Czech Republic,Slovakia,3,1,11/17/2007
1,0,Netherlands,Luxembourg,1,0,11/17/2007
1,0,Portugal,Armenia,1,0,11/17/2007
1,0,Greece,Malta,5,0,11/17/2007
1,0,Spain,Sweden,3,0,11/17/2007
1,0,Vanuatu,New Zealand,1,2,11/17/2007
1,0,Comoros,Madagascar,0,4,11/17/2007
1,0,Fiji,New Caledonia,3,3,11/17/2007
1,0,Argentina,Bolivia,3,0,11/17/2007
1,0,Colombia,Venezuela,1,0,11/17/2007
1,0,Guinea-Bissau,Sierra Leone,0,0,11/17/2007
1,0,Paraguay,Ecuador,5,1,11/17/2007
1,1,Ghana,Togo,2,0,11/18/2007
1,1,Jamaica,El Salvador,3,0,11/18/2007
1,1,Libya,Saudi Arabia,2,1,11/18/2007
1,1,St. Kitts and Nevis,Antigua and Barbuda,3,0,11/18/2007
1,1,Swaziland,Malawi,0,3,11/18/2007
1,0,Tajikistan,Singapore,1,1,11/18/2007
1,0,Syria,Indonesia,7,0,11/18/2007
1,0,Peru,Brazil,1,1,11/18/2007
1,0,Uruguay,Chile,2,2,11/18/2007
1,0,Thailand,Yemen,1,0,11/18/2007
1,0,Turkmenistan,Hong Kong,3,0,11/18/2007
0,1,Algeria,Mali,3,2,11/20/2007
1,1,Angola,Guinea,0,3,11/20/2007
1,1,South Africa,Canada,2,0,11/20/2007
1,1,Switzerland,Nigeria,0,1,11/20/2007
1,0,Venezuela,Bolivia,5,3,11/20/2007
1,0,Colombia,Argentina,2,1,11/20/2007
1,1,Austria,Tunisia,0,0,11/21/2007
1,1,Egypt,Libya,0,0,11/21/2007
1,1,Equatorial Guinea,Niger,0,0,11/21/2007
1,1,Ghana,Benin,4,2,11/21/2007
1,1,Jamaica,Guatemala,2,0,11/21/2007
0,1,Morocco,Senegal,3,0,11/21/2007
1,1,Oman,Kenya,2,2,11/21/2007
1,1,Panama,Costa Rica,1,1,11/21/2007
1,1,Qatar,Côte d'Ivoire,1,6,11/21/2007
1,1,Tanzania,Zambia,1,0,11/21/2007
0,1,United Arab Emirates,Togo,0,5,11/21/2007
1,1,Uzbekistan,Estonia,0,0,11/21/2007
1,0,Slovenia,Bulgaria,0,2,11/21/2007
1,0,Romania,Albania,6,1,11/21/2007
1,0,Cyprus,Czech Republic,0,2,11/21/2007
1,0,Armenia,Kazakhstan,0,1,11/21/2007
1,0,Israel,FYR Macedonia,1,0,11/21/2007
1,0,Spain,Northern Ireland,1,0,11/21/2007
1,0,Belarus,Netherlands,2,1,11/21/2007
1,0,Georgia,Lithuania,0,2,11/21/2007
1,0,Portugal,Finland,0,0,11/21/2007
1,0,Malta,Norway,1,4,11/21/2007
1,0,England,Croatia,2,3,11/21/2007
1,0,Sweden,Latvia,2,1,11/21/2007
1,0,Denmark,Iceland,3,0,11/21/2007
1,0,Hungary,Greece,1,2,11/21/2007
1,0,Italy,Faroe Islands,3,1,11/21/2007
1,0,San Marino,Slovakia,0,5,11/21/2007
1,0,Germany,Wales,0,0,11/21/2007
1,0,Serbia,Poland,2,2,11/21/2007
1,0,Azerbaijan,Belgium,0,1,11/21/2007
1,0,Turkey,Bosnia-Herzegovina,1,0,11/21/2007
1,0,Andorra,Russia,0,1,11/21/2007
1,0,Ukraine,France,2,2,11/21/2007
1,0,Ecuador,Peru,5,1,11/21/2007
1,0,New Caledonia,Fiji,4,0,11/21/2007
1,0,New Zealand,Vanuatu,4,1,11/21/2007
1,0,Brazil,Uruguay,2,1,11/21/2007
1,0,Chile,Paraguay,0,3,11/21/2007
1,1,Oman,Kenya,1,1,11/22/2007
1,0,Serbia,Kazakhstan,1,0,11/24/2007
1,1,Egypt,Saudi Arabia,2,1,11/25/2007
1,1,Sudan,Eritrea,1,0,11/30/2007
1,1,Antigua and Barbuda,St. Kitts and Nevis,2,0,12/1/2007
1,1,Guinea-Bissau,Sierra Leone,2,0,12/2/2007
0,1,Cape Verde Islands,Gambia,0,0,12/3/2007
1,1,Sudan,Eritrea,1,0,12/3/2007
1,1,Guinea-Bissau,Cape Verde Islands,1,1,12/7/2007
1,1,Tanzania,Kenya,2,1,12/8/2007
0,1,Djibouti,Uganda,0,7,12/9/2007
0,1,Eritrea,Rwanda,1,2,12/9/2007
0,1,Burundi,Somalia,3,0,12/10/2007
0,1,Djibouti,Eritrea,2,3,12/11/2007
1,1,Oman,Jordan,0,3,12/11/2007
0,1,Rwanda,Uganda,0,2,12/11/2007
0,1,Burundi,Kenya,1,0,12/12/2007
1,1,Tanzania,Somalia,1,0,12/12/2007
0,1,Djibouti,Rwanda,0,9,12/13/2007
1,1,Bermuda,St. Kitts and Nevis,1,2,12/14/2007
0,1,Eritrea,Uganda,3,2,12/14/2007
0,1,Kenya,Somalia,2,0,12/14/2007
1,1,Ethiopia,Sudan,0,0,12/15/2007
1,1,Tanzania,Burundi,0,0,12/15/2007
1,1,Bermuda,St. Kitts and Nevis,4,2,12/16/2007
1,1,Oman,Tajikistan,4,2,12/16/2007
0,1,Burundi,Eritrea,2,1,12/17/2007
1,1,Tanzania,Sudan,1,2,12/17/2007
0,1,Uganda,Kenya,1,1,12/18/2007
0,1,Burundi,Sudan,1,2,12/19/2007
0,1,Rwanda,Uganda,1,0,12/20/2007
0,1,Burundi,Uganda,0,2,12/22/2007
0,1,Sudan,Rwanda,2,2,12/22/2007
1,1,Thailand,Uzbekistan,3,2,12/22/2007
1,1,Gambia,Sierra Leone,2,1,12/23/2007
0,1,Korea DPR,Uzbekistan,2,2,12/24/2007
1,1,Thailand,Korea DPR,1,0,12/26/2007
1,1,Kuwait,Lebanon,3,2,1/2/2008
1,1,Egypt,Namibia,3,0,1/5/2008
1,1,Tunisia,Zambia,1,2,1/6/2008
1,1,Tunisia,Zambia,1,0,1/8/2008
0,1,Nigeria,Sudan,2,0,1/9/2008
0,1,Egypt,Mali,1,0,1/10/2008
1,1,Qatar,Iran,0,0,1/10/2008
1,1,United Arab Emirates,China PR,0,0,1/10/2008
0,1,Guinea,Sudan,6,0,1/11/2008
1,1,Kuwait,Côte d'Ivoire,0,2,1/12/2008
1,1,Morocco,Zambia,2,0,1/12/2008
1,1,Senegal,Namibia,3,1,1/12/2008
1,1,Angola,Egypt,3,3,1/13/2008
1,1,Barbados,Antigua and Barbuda,3,2,1/13/2008
1,1,Costa Rica,Sweden,0,1,1/13/2008
1,1,Guyana,St. Vincent / Grenadines,1,0,1/13/2008
1,1,South Africa,Mozambique,2,0,1/13/2008
1,1,Syria,Qatar,0,0,1/13/2008
1,1,Bahrain,Kuwait,1,0,1/16/2008
0,1,Benin,Senegal,1,2,1/16/2008
1,1,Bermuda,Puerto Rico,0,2,1/16/2008
1,1,Morocco,Angola,2,1,1/16/2008
1,1,South Africa,Botswana,2,1,1/16/2008
1,1,Bermuda,Puerto Rico,0,1,1/18/2008
1,1,USA,Sweden,2,0,1/19/2008
1,1,China PR,Lebanon,0,0,1/20/2008
1,1,Guyana,Grenada,1,2,1/20/2008
1,0,Ghana,Guinea,2,1,1/20/2008
0,0,Namibia,Morocco,1,5,1/21/2008
0,0,Nigeria,Côte d'Ivoire,0,1,1/21/2008
0,0,Mali,Benin,1,0,1/21/2008
1,1,Belize,El Salvador,0,1,1/22/2008
0,0,Egypt,Cameroon,4,2,1/22/2008
0,0,Sudan,Zambia,0,3,1/22/2008
1,1,Bahrain,Syria,1,2,1/23/2008
0,0,Tunisia,Senegal,2,2,1/23/2008
0,0,South Africa,Angola,1,1,1/23/2008
0,1,Jordan,Iraq,1,1,1/24/2008
0,1,Kuwait,Singapore,0,2,1/24/2008
0,0,Guinea,Morocco,3,2,1/24/2008
1,0,Ghana,Namibia,1,0,1/24/2008
0,0,Côte d'Ivoire,Benin,4,1,1/25/2008
0,0,Nigeria,Mali,0,0,1/25/2008
1,1,Bahrain,Yemen,2,1,1/26/2008
1,1,Haiti,El Salvador,0,0,1/26/2008
1,1,Japan,Chile,0,0,1/26/2008
1,1,Puerto Rico,Trinidad and Tobago,2,2,1/26/2008
0,0,Cameroon,Zambia,5,1,1/26/2008
0,0,Egypt,Sudan,3,0,1/26/2008
1,1,China PR,Syria,2,1,1/27/2008
1,1,Oman,Singapore,2,0,1/27/2008
1,1,St. Vincent / Grenadines,Guyana,2,2,1/27/2008
0,0,Senegal,Angola,1,3,1/27/2008
0,0,Tunisia,South Africa,3,1,1/27/2008
1,1,Jordan,Lebanon,4,1,1/28/2008
0,0,Guinea,Namibia,1,1,1/28/2008
1,0,Ghana,Morocco,2,0,1/28/2008
1,1,Haiti,El Salvador,0,0,1/29/2008
0,0,Côte d'Ivoire,Mali,3,0,1/29/2008
0,0,Nigeria,Benin,2,0,1/29/2008
1,1,Iran,Costa Rica,0,0,1/30/2008
